,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,PRIVATE PARIS;by James Patterson and Mark Sullivan;New this week,PRIVATE PARIS;by James Patterson and Mark Sullivan;New this week,ME BEFORE YOU;by Jojo Moyes;67 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;10 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;10 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;23 weeks on the list,NEITHER HERE NOR THERE;by Bill Bryson;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;73 weeks on the list,SECRET WARS;by Jonathan Hickman and Esad Ribic;New this week,"AMULET, VOL. 7;by Kazu Kibuishi;4 weeks on the list","GOODNIGHT PUNPUN, VOL. 1;by Inio Asano;New this week",THE SWORD OF SUMMER;by Rick Riordan;24 weeks on the list,WONDER;by R.J. Palacio;32 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;32 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;26 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;26 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;2 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;2 weeks on the list,THE 5TH WAVE;by Rick Yancey;31 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,THE BIG SHORT;by Michael Lewis;,YES PLEASE;by Amy Poehler;,A MOTHER'S RECKONING;by Sue Klebold;,AMERICAN GIRLS;by Nancy Jo Sales;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,PLAYING TO THE EDGE;by Michael V. Hayden;,DEAD WAKE;by Erik Larson;,PRETTY HAPPY;by Kate Hudson;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,HARRY POTTER COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,DARK MONEY;by Jane Mayer;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,MIRACLES FROM HEAVEN;by Christy Beam;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,NEITHER HERE NOR THERE;by Bill Bryson;
2,PROPERTY OF A NOBLEWOMAN;by Danielle Steel;New this week,PROPERTY OF A NOBLEWOMAN;by Danielle Steel;New this week,BROOKLYN;by Colm Toibin;21 weeks on the list,,,NEITHER HERE NOR THERE;by Bill Bryson;New this week,DARK MONEY;by Jane Mayer;9 weeks on the list,H IS FOR HAWK;by Helen Macdonald;3 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;10 weeks on the list,"EAT FAT, GET THIN;by Mark Hyman;4 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;196 weeks on the list,DRAMA;by Raina Telgemeier;138 weeks on the list,"ONE-PUNCH MAN, VOL. 5;by ONE and Yusuke Murata;3 weeks on the list",THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;14 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;7 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;32 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;109 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;366 weeks on the list,THE 5TH WAVE;by Rick Yancey;26 weeks on the list,RED QUEEN;by Victoria Aveyard;31 weeks on the list,THE INFINITE SEA;by Rick Yancey;20 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,ORIGINALS;by Adam Grant;,LEONARD;by William Shatner with David Fisher;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,DOWNTON ABBEY: A CELEBRATION;by Jessica Fellowes;,THING EXPLAINER;by Randall Munroe;,A MAN CALLED INTREPID;by William Stevenson;,FROZEN IN TIME;by Mitchell Zuckoff;,THE RESIDENCE;by Kate Andersen Brower;,"EAT FAT, GET THIN;by Mark Hyman;","DOCTOR WHO COLORING BOOK;illlustrated by James Newman Gray, Lee Teng Chew and Jan Smith;","EAT FAT, GET THIN;by Mark Hyman;",YES PLEASE;by Amy Poehler;,H IS FOR HAWK;by Helen Macdonald;,A MOTHER'S RECKONING;by Sue Klebold;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,JUST MERCY;by Bryan Stevenson;,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;,THE LEGENDS CLUB;by John Feinstein;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
3,DARK PROMISES;by Christine Feehan;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;98 weeks on the list,ROOM;by Emma Donoghue;49 weeks on the list,,,DARK MONEY;by Jane Mayer;9 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;36 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;95 weeks on the list,MIRACLES FROM HEAVEN;by Christy Beam;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;145 weeks on the list,"JUSTICE LEAGUE, VOL. 7;by Geoff Johns, Jason Fabock and Brad Anderson;New this week",THE BABY-SITTERS CLUB GRAPHIX: CLAUDIA AND MEAN JANINE;by Ann M. Martin and Raina Telgemeier;8 weeks on the list,"YU-GI-OH! ZEXAL, VOL. 8;by Shin Yoshida and Naohito Miyoshi;3 weeks on the list",WONDER;by R.J. Palacio;28 weeks on the list,THE SWORD OF SUMMER;by Rick Riordan;24 weeks on the list,PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;4 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;77 weeks on the list,HARRY POTTER;by J.K. Rowling;365 weeks on the list,GLASS SWORD;by Victoria Aveyard;6 weeks on the list,GLASS SWORD;by Victoria Aveyard;6 weeks on the list,THE BOOK THIEF;by Markus Zusak;32 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,OUTLIERS;by Malcolm Gladwell;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,JUST MERCY;by Bryan Stevenson;,AT THE EXISTENTIALIST CAFE;by Sarah Bakewell;,MISSOULA;by Jon Krakauer;,100 DEADLY SKILLS;by Clint Emerson;,THE WRIGHT BROTHERS;by David McCullough;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,LOST OCEAN;illustrated by Johanna Basford;,PRETTY HAPPY;by Kate Hudson;,BOSSYPANTS;by Tina Fey;,ALL THE SINGLE LADIES;by Rebecca Traister;,H IS FOR HAWK;by Helen Macdonald;,THE BIG SHORT;by Michael Lewis;,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,NOTES FROM A SMALL ISLAND;by Bill Bryson;
4,ME BEFORE YOU;by Jojo Moyes;7 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;55 weeks on the list,MY BRILLIANT FRIEND;by Elena Ferrante;29 weeks on the list,,,MIRACLES FROM HEAVEN;by Christy Beam;2 weeks on the list,THE IMMORTAL IRISHMAN;by Timothy Egan;3 weeks on the list,MIRACLES FROM HEAVEN;by Christy Beam;2 weeks on the list,ROSEMARY;by Kate Clifford Larson;4 weeks on the list,CRAVINGS;by Chrissy Teigen with Adeena Sussman;4 weeks on the list,BATMAN BY NEAL ADAMS OMNIBUS;by Neal Adams and Denny O'Neil;New this week,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;43 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;38 weeks on the list",OUT OF MY MIND;by Sharon M. Draper;8 weeks on the list,THE GUTSY GIRL;by Caroline Paul. Illustrated by Wendy MacNaughton;2 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;32 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;143 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;110 weeks on the list,THE INFINITE SEA;by Rick Yancey;20 weeks on the list,THE SIREN;by Kiera Cass;8 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;25 weeks on the list,RESCUE ROAD;by Peter Zheutlin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOSSYPANTS;by Tina Fey;,WRITING MY WRONGS;by Shaka Senghor;,IN OTHER WORDS;by Jhumpa Lahiri;,WHERE YOU GO IS NOT WHO YOU'LL BE;by Frank Bruni;,THE INFORMANT;by Kurt Eichenwald;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,GRACE AND STYLE;by Grace Helbig;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,ANIMORPHIA;illustrated by Kerby Rosanes;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,AMERICAN GIRLS;by Nancy Jo Sales;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,EVICTED;by Matthew Desmond;,THE RUN OF HIS LIFE;by Jeffrey Toobin;,FERVENT;by Priscilla Shirer;,THE WRIGHT BROTHERS;by David McCullough;,BOYS AMONG MEN;by Jonathan Abrams;,IN OTHER WORDS;by Jhumpa Lahiri;
5,THE NIGHTINGALE;by Kristin Hannah;47 weeks on the list,OFF THE GRID;by C. J. Box;2 weeks on the list,THE MARTIAN;by Andy Weir;73 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;12 weeks on the list,SMARTER FASTER BETTER;by Charles Duhigg;2 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;42 weeks on the list,NOTES FROM A SMALL ISLAND;by Bill Bryson;2 weeks on the list,SPARK JOY;by Marie Kondo;11 weeks on the list,PATIENCE;by Daniel Clowes;2 weeks on the list,SMILE;by Raina Telgemeier;197 weeks on the list,"ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;29 weeks on the list",THE COPPER GAUNTLET;by Holly Black and Cassandra Clare;4 weeks on the list,DEMON DENTIST;by David Walliams. Illustrated by Tony Ross;2 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;29 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;31 weeks on the list,FIVE KINGDOMS;by Brandon Mull;2 weeks on the list,RED QUEEN;by Victoria Aveyard;11 weeks on the list,SALT TO THE SEA;by Ruta Sepetys;7 weeks on the list,PAPER TOWNS;by John Green;32 weeks on the list,ELEPHANT COMPANY;by Vicki Constantine Croke;,#ASKGARYVEE;by Gary Vaynerchuk;,TROUBLE BOYS;by Bob Mehr;,THE RUN OF HIS LIFE;by Jeffrey Toobin;,THE ART OF ZOOTOPIA;by Jessica Julius;,IN OTHER WORDS;by Jhumpa Lahiri;,DARK INVASION;by Howard Blum;,INTO THE WILD;by Jon Krakauer;,EMPIRE OF COTTON;by Sven Beckert;,"LOVE, LOSS, AND WHAT WE ATE;by Padma Lakshmi;",ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,WHY NOT ME?;by Mindy Kaling;,DARING GREATLY;by Brené Brown;,AMERICAN GIRLS;by Nancy Jo Sales;,PLAYING TO THE EDGE;by Michael V. Hayden;,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO;by Christopher Emdin;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,QUIET;by Susan Cain;,LIFE IS NOT AN ACCIDENT;by Jay Williams;,WILD;by Cheryl Strayed;
6,PLAYING THE ODDS;by Nora Roberts;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;62 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;12 weeks on the list,,,SMARTER FASTER BETTER;by Charles Duhigg;2 weeks on the list,BEING MORTAL;by Atul Gawande;66 weeks on the list,THE BIG SHORT;by Michael Lewis;63 weeks on the list,OUTLAW PLATOON;by Sean Parnell with John R. Bruning;13 weeks on the list,YOU ARE A BADASS;by Jen Sincero;10 weeks on the list,"DC COMICS: SECRET HERO SOCIETY, VOL. 1;by Derek Fridolfs and Dustin Nguyen;8 weeks on the list",SISTERS;by Raina Telgemeier;81 weeks on the list,"BLEACH, VOL. 66;by Tite Kubo;3 weeks on the list",,THE TERRIBLE TWO GET WORSE;by Mac Barnett and Jory John. Illustrated by Kevin Cornell;8 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;32 weeks on the list,FINDING WINNIE;by Lindsay Mattick. Illustrated by Sophie Blackall;10 weeks on the list,DOROTHY MUST DIE;by Danielle Paige;New this week,,THIS IS WHERE IT ENDS;by Marieke Nijkamp;3 weeks on the list,LOOKING FOR ALASKA;by John Green;32 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,BALANCING IN HEELS;by Kristin Cavallari;,BINGE;by Tyler Oakley;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,THE SELECTED LETTERS OF LAURA INGALLS WILDER;edited by William Anderson;,STUFF MATTERS;by Mark Miodownik;,THE LAST HIGHLANDER;by Sarah Fraser;,INTO THIN AIR;by Jon Krakauer;,TIMELESS BEAUTY;by Christie Brinkley;,THE FOOD LAB;by J. Kenji Lopez-Alt;,WORLD OF WARCRAFT : CHRONICLE VOLUME 1;by the staff of Blizzard Entertainment;,THE STASH PLAN;by Laura Prepon and Elizabeth Troy;,BINGE;by Tyler Oakley;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE BLACK PRESIDENCY;by Michael Eric Dyson;,THE POWER OF NOW;by Eckhart Tolle;,THING EXPLAINER;by Randall Munroe;,BACK FROM THE DEAD;by Bill Walton;,WEST OF EDEN;by Jean Stein;
7,THE WEDDING DRESS;by Rachel Hauck;4 weeks on the list,DEEP BLUE;by Randy Wayne White;New this week,THE REVENANT;by Michael Punke;13 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;36 weeks on the list,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;10 weeks on the list,JUST MERCY;by Bryan Stevenson;22 weeks on the list,DARK MONEY;by Jane Mayer;3 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;32 weeks on the list,STAR WARS: THE ORIGINAL TRILOGY;by the staff of the Lucas Film Book Group;3 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;22 weeks on the list","TOKYO GHOUL, VOL. 5;by Sui Ishida;5 weeks on the list",,AUGGIE & ME;by R.J. Palacio;31 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;20 weeks on the list,LAST STOP ON MARKET STREET;by Matt de la Peña. Illustrated by Christian Robinson;13 weeks on the list,WARRIORS;by Erin Hunter;121 weeks on the list,,WE ALL LOOKED UP;by Tommy Wallach;17 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;32 weeks on the list,DOG SONGS;by Mary Oliver;,SPRINT;by Jake Knapp with John Zeratsky and Braden Kowitz;,TURNING THE TABLES;by Teresa Giudice;,THE INFORMANT;by Kurt Eichenwald;,THE SECRET LIFE OF THE AMERICAN MUSICAL;by Jack Viertel;,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO;by Christopher Emdin;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",THE FINEST HOURS;by Michael J. Tougias and Casey Sherman;,THE KINFOLK HOME;by Nathan Williams;,THE 20/20 DIET;by Phil McGraw;,SECRET GARDEN;illustrated by Johanna Basford;,HOW NOT TO DIE;by Michael Greger with Gene Stone;,SELP-HELF;by Miranda Sings;,LEONARD;by William Shatner with David Fisher;,UNTANGLED;by Lisa Damour;,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;,UNITED;by Cory Booker;,THE SECRET;by Rhonda Byrne;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",CONCUSSION;by Jeanne Marie Laskas;,DISPATCHES FROM PLUTO;by Richard Grant;
8,THE GIRL ON THE TRAIN;by Paula Hawkins;59 weeks on the list,THE GANGSTER;by Clive Cussler and Justin Scott;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;398 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;95 weeks on the list,THE LEGENDS CLUB;by John Feinstein;2 weeks on the list,THE RESIDENCE;by Kate Andersen Brower;2 weeks on the list,LIFE IS NOT AN ACCIDENT;by Jay Williams;New this week,PRETTY HAPPY;by Kate Hudson;5 weeks on the list,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;8 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;9 weeks on the list,"ONE-PUNCH MAN, VOL. 2;by ONE and Yusuke Murata;18 weeks on the list",,MR. LEMONCELLO'S LIBRARY OLYMPICS;by Chris Grabenstein;11 weeks on the list,STORY THIEVES;by James Riley;4 weeks on the list,PRESS HERE;by Hervé Tullet;229 weeks on the list,I SURVIVED;by Lauren Tarshis;15 weeks on the list,,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;23 weeks on the list,THE FAULT IN OUR STARS;by John Green;21 weeks on the list,DO UNTO ANIMALS;by Tracey Stewart;,THE POWER OF HABIT;by Charles Duhigg;,WHY NOT ME?;by Mindy Kaling;,MISSOULA;by Jon Krakauer;,THE SILK ROADS;by Peter Frankopan;,THE ORGANIZED MIND;by Daniel J. Levitin;,CLEVER GIRL;by Lauren Kessler;,ERUPTION;by Steve Olson;,THE LOST ART OF DRESS;by Linda Przybyszewski;,THUG KITCHEN;by the staff of Thug Kitchen;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,THE WIT AND WISDOM OF DOWNTON ABBEY;by Jessica Fellowes;,UNTANGLED;by Lisa Damour;,THE EXPECTANT FATHER;by Armin A. Brott and Jennifer Ash;,AND THEN ALL HELL BROKE LOOSE;by Richard Engel;,CITIZEN;by Claudia Rankine;,I SAID YES;by Emily Maynard Johnson;,ALWAYS HUNGRY?;by David Ludwig;,DEVIL AT MY HEELS;by Louis Zamperini and David Rensin;,MY SOUTHERN JOURNEY;by Rick Bragg;
9,OFF THE GRID;by C. J. Box;2 weeks on the list,DARK PROMISES;by Christine Feehan;New this week,A LITTLE LIFE;by Hanya Yanagihara;7 weeks on the list,,,THE IMMORTAL IRISHMAN;by Timothy Egan;New this week,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;3 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;78 weeks on the list,SMARTER FASTER BETTER;by Charles Duhigg;2 weeks on the list,BALANCING IN HEELS;by Kristin Cavallari;New this week,THE ART OF CHARLIE CHAN HOCK CHYE;by Sonny Liew;2 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;170 weeks on the list","TOKYO GHOUL, VOL. 2;by Sui Ishida;23 weeks on the list",,ROBOTS GO WILD;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;15 weeks on the list,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;21 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;160 weeks on the list,,ELEANOR AND PARK;by Rainbow Rowell;28 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;7 weeks on the list,OWLS;by Matt Sewell;,THE INDUSTRIES OF THE FUTURE;by Alec Ross;,ON THE MOVE;by Oliver Sacks;,IMBECILES;by Adam Cohen;,BAD FEMINIST;by Roxane Gay;,THE OPPOSITE OF LONELINESS;by Marina Keegan;,THE GATEKEEPERS;by Dror Moreh;,81 DAYS BELOW ZERO;by Brian Murphy with Toula Vlahou;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",ALWAYS HUNGRY?;by David Ludwig;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE GLASS CASTLE;by Jeannette Walls;,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;,BROWN IS THE NEW WHITE;by Steve Phillips;,BOUNDARIES;by Henry Cloud and John Townsend;,THE POWER OF HABIT;by Charles Duhigg;,CATCH A STAR;by Tamika Catchings with Ken Petersen;,THE LOST ART OF READING NATURE'S SIGNS;by Tristan Gooley;
10,HAWKE;by Sawyer Bennett;New this week,THE STEEL KISS;by Jeffery Deaver;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;21 weeks on the list,,,ROSEMARY;by Kate Clifford Larson;5 weeks on the list,EVICTED;by Matthew Desmond;3 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;327 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;4 weeks on the list,A MIND OF YOUR OWN;by Kelly Brogan with Kristin Loberg;New this week,WOODY GUTHRIE AND THE DUST BOWL BALLADS;by Nick Hayes;New this week,ROLLER GIRL;by Victoria Jamieson;18 weeks on the list,"MONSTER MUSUME, VOL. 8;by Okayado;5 weeks on the list",,CRENSHAW;by Katherine Applegate;25 weeks on the list,COUNTING BY 7s;by Holly Goldberg Sloan;25 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;215 weeks on the list",LUNAR CHRONICLES;by Marissa Meyer;27 weeks on the list,,FANGIRL;by Rainbow Rowell;23 weeks on the list,THE HAUNTING OF SUNSHINE GIRL;by Paige McKenzie with Alyssa Sheinmel;2 weeks on the list,MEN WITH CATS;by David Williams;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,CONVICTION;by Juan Martinez;,M TRAIN;by Patti Smith;,BETWEEN YOU & ME;by Mary Norris;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,PIRATE HUNTERS;by Robert Kurson;,STYLED;by Emily Henderson and Angelin Borsics;,FROM JUNK FOOD TO JOY FOOD;by Joy Bauer;,"ANIMAL KINGDOM: COLOR ME, DRAW ME;by Millie Marotta;",MEDICAL MEDIUM;by Anthony William;,NOT THAT KIND OF GIRL;by Lena Dunham;,F*CK FEELINGS;by Michael I. Bennett and Sarah Bennett;,GOODNIGHT DARTH VADER;by Jeffrey Brown;,JUST MERCY;by Bryan Stevenson;,GHETTOSIDE;by Jill Leovy;,IMAGINE HEAVEN;by John Burke;,WHAT IF?;by Randall Munroe;,INDENTURED;by Joe Nocera and Ben Strauss;,A WALK IN THE WOODS;by Bill Bryson;
