,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,ME BEFORE YOU;by Jojo Moyes;21 weeks on the list,END OF WATCH;by Stephen King;3 weeks on the list,ME BEFORE YOU;by Jojo Moyes;81 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;26 weeks on the list,BILL O'REILLY'S LEGENDS AND LIES: THE PATRIOTS;by David Fisher;5 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;37 weeks on the list,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;17 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;159 weeks on the list,DARK NIGHT: A TRUE BATMAN STORY;by Paul Dini and Eduardo Risso;New this week,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;57 weeks on the list,"TOKYO GHOUL, VOL. 7;by Sui Ishida;New this week",THE HIDDEN ORACLE;by Rick Riordan;8 weeks on the list,RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;5 weeks on the list,THE BFG;by Roald Dahl. Illustrated by Quentin Blake;3 weeks on the list,THE THANK YOU BOOK;by Mo Willems;8 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;40 weeks on the list,ZENITH;by Sasha Alsberg and Lindsay Cummings;New this week,LADY MIDNIGHT;by Cassandra Clare;16 weeks on the list,RED QUEEN;by Victoria Aveyard;3 weeks on the list,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;,GRIT;by Angela Duckworth;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,GRIT;by Angela Duckworth;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE WRIGHT BROTHERS;by David McCullough;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,HARRY POTTER COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,BILL O'REILLY'S LEGENDS AND LIES: THE PATRIOTS;by David Fisher;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,TEARS TO TRIUMPH;by Marianne Williamson;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,THE OREGON TRAIL;by Rinker Buck;
2,END OF WATCH;by Stephen King;3 weeks on the list,THE GIRLS;by Emma Cline;2 weeks on the list,BAY OF SIGHS;by Nora Roberts;2 weeks on the list,,,BILL O'REILLY'S LEGENDS AND LIES: THE PATRIOTS;by David Fisher;5 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;11 weeks on the list,OUTLIERS;by Malcolm Gladwell;215 weeks on the list,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;4 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;87 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;210 weeks on the list,"SEX CRIMINALS, VOL. 3;by Matt Fraction and Chip Zdarsky;New this week","TOKYO GHOUL, VOL. 1;by Sui Ishida;51 weeks on the list",SERAFINA AND THE BLACK CLOAK;by Robert Beatty;17 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;8 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;43 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;123 weeks on the list,HARRY POTTER;by J.K. Rowling;379 weeks on the list,I AM THE MESSENGER;by Markus Zusak;New this week,GLASS SWORD;by Victoria Aveyard;20 weeks on the list,THE BOOK THIEF;by Markus Zusak;46 weeks on the list,ESTHER THE WONDER PIG;by Steve Jenkins and Derek Walter with Caprice Crane;,SHOE DOG;by Phil Knight;,FURIOUSLY HAPPY;by Jenny Lawson;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,TRIBE;by Sebastian Junger;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,100 DEADLY SKILLS;by Clint Emerson;,DEAD WAKE;by Erik Larson;,PRETTY HAPPY;by Kate Hudson;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,LOST OCEAN;illustrated by Johanna Basford;,THE GENE;by Siddhartha Mukherjee;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,TRIBE;by Sebastian Junger;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,FIVE PRESIDENTS;by Clint Hill with Lisa McCubbin;,JUST MERCY;by Bryan Stevenson;,BOUNDARIES;by Henry Cloud and John Townsend;,THE GENE;by Siddhartha Mukherjee;,SHOE DOG;by Phil Knight;,BARBARIAN DAYS;by William Finnegan;
3,THE PURSUIT;by Janet Evanovich and Lee Goldberg;New this week,HERE'S TO US;by Elin Hilderbrand;2 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;26 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;24 weeks on the list,GRIT;by Angela Duckworth;8 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;109 weeks on the list,BELLE;by Paula Byrne;New this week,YOU ARE A BADASS;by Jen Sincero;24 weeks on the list,INDEH: A STORY OF THE APACHE WARS;by Ethan Hawke and Greg Ruth;3 weeks on the list,"OUTCAST, VOL. 3;by Robert Kirkman and Paul Azaceta;New this week","ONE-PUNCH MAN, VOL. 2;by ONE and Yusuke Murata;22 weeks on the list",THE BFG;by Roald Dahl. Illustrated by Quentin Blake;3 weeks on the list,THE MISADVENTURES OF MAX CRUMBLY: LOCKER HERO;by Rachel Renée Russell;3 weeks on the list,I AM MALALA;by Malala Yousafzai with Patricia McCormick;2 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;40 weeks on the list,5TH WAVE;by Rick Yancey;5 weeks on the list,A COURT OF MIST AND FURY;by Sarah J. Maas;8 weeks on the list,A COURT OF MIST AND FURY;by Sarah J. Maas;8 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;39 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,OUTLIERS;by Malcolm Gladwell;,EVERY LITTLE STEP;by Bobby Brown with Nick Chiles;,ORANGE IS THE NEW BLACK;by Piper Kerman;,BUT WHAT IF WE'RE WRONG?;by Chuck Klosterman;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE ECHO FROM DEALEY PLAZA;by Abraham Bolden;,THE OREGON TRAIL;by Rinker Buck;,THE RESIDENCE;by Kate Andersen Brower;,"EAT FAT, GET THIN;by Mark Hyman;",HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK;by various illustrators;,FURIOUSLY HAPPY;by Jenny Lawson;,SICK IN THE HEAD;by Judd Apatow;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE GLASS CASTLE;by Jeannette Walls;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE OTHER WES MOORE;by Wes Moore;,THE POWER OF NOW;by Eckhart Tolle;,THE WRIGHT BROTHERS;by David McCullough;,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;,THE HOUR OF LAND;by Terry Tempest Williams;
4,BAY OF SIGHS;by Nora Roberts;2 weeks on the list,TOM CLANCY: DUTY AND HONOR;by Grant Blackwood;2 weeks on the list,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;5 weeks on the list,,,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;10 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;24 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;8 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;16 weeks on the list,DARING GREATLY;by Brené Brown;59 weeks on the list,"DC COMICS: SECRET HERO SOCIETY, VOL. 1;by Derek Fridolfs and Dustin Nguyen;22 weeks on the list",SMILE;by Raina Telgemeier;211 weeks on the list,"ONE-PUNCH MAN, VOL. 3;by ONE and Yusuke Murata;12 weeks on the list",THE DAY THE PRESIDENT WAS SHOT;by Bill O'Reilly;New this week,WONDER;by R.J. Palacio;46 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;46 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;91 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;380 weeks on the list,PAPER PRINCESS;by Erin Watt;12 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;16 weeks on the list,LOOKING FOR ALASKA;by John Green;46 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,THE POWER OF HABIT;by Charles Duhigg;,CLAPTON;by Eric Clapton;,TEXAS RANGER;by John Boessenecker;,SAPIENS;by Yuval Noah Harari;,TEACH LIKE A CHAMPION 2. 0;by Doug Lemov;,THE QUEEN'S AGENT;by John Cooper;,INTO THE WILD;by Jon Krakauer;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,"THE BOB'S BURGERS BURGER BOOK;by Loren Bouchard and the writers of ""Bob's Burgers"";",CREATIVE HAVEN DAZZLING DOGS COLORING BOOK;illustrated by Marjorie Sarnat;,"EAT FAT, GET THIN;by Mark Hyman;",BOSSYPANTS;by Tina Fey;,BLINDSPOT: HIDDEN BIASES OF GOOD PEOPLE;by Mahzarin R. Banaji and Anthony G. Greenwald;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,TRIBE;by Sebastian Junger;,THE NEW JIM CROW;by Michelle Alexander;,JOY ON DEMAND;by Chade-Meng Tan;,GRUNT;by Mary Roach;,BARBARIAN DAYS;by William Finnegan;,WILD;by Cheryl Strayed;
5,HERE'S TO US;by Elin Hilderbrand;2 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;76 weeks on the list,MILK AND HONEY;by Rupi Kaur;11 weeks on the list,,,GRIT;by Angela Duckworth;8 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;50 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;58 weeks on the list,THE 20/20 DIET;by Phil McGraw;22 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;13 weeks on the list,EL DEAFO;by Cece Bell;46 weeks on the list,"ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;43 weeks on the list",RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;5 weeks on the list,THE DAY THE PRESIDENT WAS SHOT;by Bill O'Reilly;New this week,OUT OF MY MIND;by Sharon M. Draper;46 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;157 weeks on the list,THE SELECTION;by Kiera Cass;64 weeks on the list,THE GREAT HUNT;by Wendy Higgins;New this week,RED QUEEN;by Victoria Aveyard;45 weeks on the list,THE FAULT IN OUR STARS;by John Green;33 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,SELF-MADE;by Nely Galán;,SICK IN THE HEAD;by Judd Apatow;,LYNCHING;by Laurence Leamer;,THE VIEW FROM THE CHEAP SEATS;by Neil Gaiman;,HELPING CHILDREN SUCCEED;by Paul Tough;,THE SECRET WAR;by Max Hastings;,BARBARIAN DAYS;by William Finnegan;,WHERE AM I WEARING?;by Kelsey Timmerman;,THUG KITCHEN;by the staff of Thug Kitchen;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,BEING MORTAL;by Atul Gawande;,I'M JUST A PERSON;by Tig Notaro;,DARING GREATLY;by Brené Brown;,DARTH VADER AND SON;by Jeffrey Brown;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE ECHO FROM DEALEY PLAZA;by Abraham Bolden;,FERVENT;by Priscilla Shirer;,THE POWER OF HABIT;by Charles Duhigg;,UNBROKEN;by Laura Hillenbrand;,ATLANTIC;by Simon Winchester;
6,FOREIGN AGENT;by Brad Thor;2 weeks on the list,FOREIGN AGENT;by Brad Thor;2 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;10 weeks on the list,,,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;15 weeks on the list,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;11 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;375 weeks on the list,JUST MERCY;by Bryan Stevenson;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;46 weeks on the list,THE STRANGER: THE GRAPHIC NOVEL;by Jacques Ferrandez;3 weeks on the list,DRAMA;by Raina Telgemeier;152 weeks on the list,"NORAGAMI, VOL. 15;by Adachitoka;New this week",,THE ISLE OF THE LOST;by Melissa de la Cruz;24 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;46 weeks on the list,PRESS HERE;by Hervé Tullet;242 weeks on the list,DORK DIARIES;by Rachel Renée Russell;172 weeks on the list,,THE UNEXPECTED EVERYTHING;by Morgan Matson;7 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;4 weeks on the list,PIT BULL;by Bronwen Dickey;,THE INEVITABLE;by Kevin Kelly;,BARE BONES;by Bobby Bones;,MISSOULA;by Jon Krakauer;,THE WORLD ACCORDING TO STAR WARS;by Cass R. Sunstein;,THANK YOU FOR ARGUING;by Jay Heinrichs;,THE BILLION DOLLAR SPY;by David E. Hoffman;,WILD;by Cheryl Strayed;,LONG WEEKEND;by Adrian Tinniswood;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,"DOCTOR WHO COLORING BOOK;illlustrated by James Newman Gray, Lee Teng Chew and Jan Smith;",10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,YES PLEASE;by Amy Poehler;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,JUST MERCY;by Bryan Stevenson;,BLINDSPOT: HIDDEN BIASES OF GOOD PEOPLE;by Mahzarin R. Banaji and Anthony G. Greenwald;,THE UNTETHERED SOUL;by Michael A. Singer;,SAPIENS;by Yuval Noah Harari;,THE ARM;by Jeff Passan;,MARTHA'S VINEYARD;by Susan Branch;
7,THE GIRLS;by Emma Cline;2 weeks on the list,AFTER YOU;by Jojo Moyes;18 weeks on the list,THE ALCHEMIST;by Paulo Coelho;402 weeks on the list,,,THE POWER OF HABIT;by Charles Duhigg;30 weeks on the list,THE GENE;by Siddhartha Mukherjee;6 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;56 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;24 weeks on the list,CRAVINGS;by Chrissy Teigen with Adeena Sussman;18 weeks on the list,THE WHITE DONKEY: TERMINAL LANCE;by Maximilian Uriarte;9 weeks on the list,ROLLER GIRL;by Victoria Jamieson;26 weeks on the list,"ORANGE: THE COMPLETE COLLECTION, VOL. 2;by Ichigo Takano;4 weeks on the list",,FISH IN A TREE;by Lynda Mullaly Hunt;15 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;45 weeks on the list,LAST STOP ON MARKET STREET;by Matt de la Peña. Illustrated by Christian Robinson;16 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;393 weeks on the list,,"EVERYTHING, EVERYTHING;by Nicola Yoon;27 weeks on the list",PAPER TOWNS;by John Green;46 weeks on the list,THE GENIUS OF BIRDS;by Jennifer Ackerman;,THE RISE AND FALL OF NATIONS;by Ruchir Sharma;,HUMBLE AND KIND;by Tim McGraw;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,CODE WARRIORS;by Stephen Budiansky;,INTO THIN AIR;by Jon Krakauer;,EMPIRE OF COTTON;by Sven Beckert;,THE FOOD LAB;by J. Kenji Lopez-Alt;,ZENDOODLE COLORING: UPLIFTING INSPIRATIONS;illustrated by Justine Lustig;,BLACKOUT;by Sarah Hepola;,"BLACK MAN, WHITE HOUSE;by D. L. Hughley;",H IS FOR HAWK;by Helen Macdonald;,H IS FOR HAWK;by Helen Macdonald;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,LYNCHING;by Laurence Leamer;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,BEING MORTAL;by Atul Gawande;,MUHAMMAD ALI 1942-2016: THE TRIBUTE;by the editors of Sports Illustrated;,LOST KINGDOM;by Julia Flynn Siler;
8,GO SET A WATCHMAN;by Harper Lee;16 weeks on the list,THE PURSUIT;by Janet Evanovich and Lee Goldberg;New this week,CROSS JUSTICE;by James Patterson;5 weeks on the list,,,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;2 weeks on the list,WHITE TRASH;by Nancy Isenberg;New this week,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;4 weeks on the list,BILL O'REILLY'S LEGENDS AND LIES: THE PATRIOTS;by David Fisher;5 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;107 weeks on the list,HILO BOOK 2: SAVING THE WHOLE WIDE WORLD;by Judd Winick;6 weeks on the list,SISTERS;by Raina Telgemeier;93 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 1;by Yusei Matsui;18 weeks on the list",,PAX;Sara Pennypacker. Illustrated by Jon Klassen;21 weeks on the list,STORY THIEVES;by James Riley;11 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;219 weeks on the list",GIVER QUARTET;by Lois Lowry;120 weeks on the list,,ELEANOR AND PARK;by Rainbow Rowell;33 weeks on the list,AN ABUNDANCE OF KATHERINES;by John Green;37 weeks on the list,WHAT A FISH KNOWS;by Jonathan Balcombe;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOSSYPANTS;by Tina Fey;,HOPE;by Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan;,EVERYBODY BEHAVES BADLY;by Lesley M. M. Blume;,THE READING STRATEGIES BOOK;by Jennifer Serravallo;,THE PENTAGON'S BRAIN;by Annie Jacobsen;,ATLANTIC;by Simon Winchester;,ALL THE PRESIDENTS' GARDENS;by Marta McDowell;,PROJECT SMOKE;by Steven Raichlen;,ANIMORPHIA;illustrated by Kerby Rosanes;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,LIVE FAST DIE HOT;by Jenny Mollen;,SEX OBJECT;by Jessica Valenti;,LIVE FAST DIE HOT;by Jenny Mollen;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,COVERING;by Kenji Yoshino;,THE JOURNEY WITHIN;by Radhanath Swami;,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;,ON THE ORIGINS OF SPORTS;by Gary Belsky and Neil Fine;,THE NATIONAL PARKS COAST TO COAST;edited by Ted Alvarez and  the staff of Backpacker Magazine;
9,BEFORE THE FALL;by Noah Hawley;4 weeks on the list,BEFORE THE FALL;by Noah Hawley;4 weeks on the list,GO SET A WATCHMAN;by Harper Lee;8 weeks on the list,,,JUST MERCY;by Bryan Stevenson;3 weeks on the list,SHOE DOG;by Phil Knight;9 weeks on the list,THE OTHER WES MOORE;by Wes Moore;38 weeks on the list,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;11 weeks on the list,"EAT FAT, GET THIN;by Mark Hyman;9 weeks on the list",HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;17 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: CLAUDIA AND MEAN JANINE;by Ann M. Martin and Raina Telgemeier;17 weeks on the list,"TOKYO GHOUL, VOL. 2;by Sui Ishida;30 weeks on the list",,DEMIGODS AND MAGICIANS;by Rick Riordan;12 weeks on the list,FINDING DORY;by Random House/Disney staff;4 weeks on the list,HOW TO BABYSIT A GRANDPA;by Jean Reagan. Illustrated by Lee Wildish;9 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;21 weeks on the list,,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;27 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;46 weeks on the list,ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?;by Frans de Waal;,ORIGINALS;by Adam Grant;,I'M JUST A PERSON;by Tig Notaro;,TERROR IN THE CITY OF CHAMPIONS;by Tom Stanton;,THE HARVARD PSYCHEDELIC CLUB;by Don Lattin;,THE NAKED ROOMMATE;by Harlan Cohen;,THE LAST GOODNIGHT;by Howard Blum;,EMPIRE OF BLUE WATER;by Stephan Talty;,STONED;by Aja Raden;,THE 20/20 DIET;by Phil McGraw;,PLAYER'S HANDBOOK;by Wizards RPG Team;,LET FOOD BE YOUR MEDICINE;by Don Colbert;,_____ MY DAD SAYS;by Justin Halpern;,SHRILL;by Lindy West;,_____ MY DAD SAYS;by Justin Halpern;,THE RISE AND FALL OF NATIONS;by Ruchir Sharma;,WARRIORS DON'T CRY;by Melba Pattillo Beals;,ABSOLUTE MONARCHS;by John Julius Norwich;,QUIET;by Susan Cain;,18 HOLES WITH BING;by Nathaniel Crosby and John Strege;,MEET ME IN ATLANTIS;by Mark Adams;
10,CROSS KILL;by James Patterson;3 weeks on the list,SWEETBITTER;by Stephanie Danler;3 weeks on the list,THE LAKE HOUSE;by Kate Morton;New this week,,,BELLE;by Paula Byrne;New this week,GRUNT;by Mary Roach;3 weeks on the list,DEAD WAKE;by Erik Larson;14 weeks on the list,WHITE TRASH;by Nancy Isenberg;New this week,THE GIFTS OF IMPERFECTION;by Brené Brown;66 weeks on the list,STAR WARS: THE ORIGINAL TRILOGY;by the staff of the Lucas Film Book Group;12 weeks on the list,"AMULET, VOL. 7;by Kazu Kibuishi;13 weeks on the list","TOKYO GHOUL, VOL. 6;by Sui Ishida;10 weeks on the list",,JACKY HA-HA;by James Patterson and Chris Grabenstein. Illustrated by Kerascoët;14 weeks on the list,THE WAR THAT SAVED MY LIFE;by Kimberly Brubaker Bradley;4 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;4 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;120 weeks on the list,,ALL THE BRIGHT PLACES;by Jennifer Niven;22 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;14 weeks on the list,FREE DAYS WITH GEORGE;by Colin Campbell;,THE CODE OF THE EXTRAORDINARY MIND;by Vishen Lakhiani;,YES PLEASE;by Amy Poehler;,THE COOK UP;by Dwight Watkins;,DIANE ARBUS;by Arthur Lubow;,HOW CHILDREN SUCCEED;by Paul Tough;,RED NOTICE;by Bill Browder;,MY LOST BROTHERS;by Brendan McDonough with Stephan Talty;,HOW TO TIE A TIE;by the Potter Style staff;,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",BRAIN ON FIRE;by Susannah Cahalan;,SELP-HELF;by Miranda Sings;,IT'S NOT OKAY;by Andi Dorfman;,THE AWAKENED FAMILY;by Shefali Tsabary;,WHITE TRASH;by Nancy Isenberg;,TERROR IN THE CITY OF CHAMPIONS;by Tom Stanton;,IMAGINE HEAVEN;by John Burke;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BEN HOGAN'S FIVE LESSONS;by Ben Hogan with Herbert Warren Wind; drawings by Anthony Ravielli;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
