,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,GREY;by E. L. James;3 weeks on the list,THE ENGLISH SPY;by Daniel Silva;New this week,GREY;by E. L. James;3 weeks on the list,,,DOWN THE RABBIT HOLE;by Holly Madison;2 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;9 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;58 weeks on the list,DOWN THE RABBIT HOLE;by Holly Madison;2 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;36 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;160 weeks on the list,DRAMA;by Raina Telgemeier;101 weeks on the list,"SWORD ART ONLINE: PROGRESSIVE, VOL. 2;by Reki Kawahara and Kiseki Himura;New this week",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;106 weeks on the list,THE MAZE RUNNER;by James Dashner;143 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,H IS FOR HAWK;by Helen Macdonald;,TRIGGERS;by Marshall Goldsmith and Mark Reiter;,DOWN THE RABBIT HOLE;by Holly Madison;,ORANGE IS THE NEW BLACK;by Piper Kerman;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,A SPY AMONG FRIENDS;by Ben Macintyre;,THE WRIGHT BROTHERS;by David McCullough;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,"ADIOS, AMERICA!;by Ann Coulter;",THE NEW JIM CROW;by Michelle Alexander;,THE ROAD TO CHARACTER;by David Brooks;,THE WRIGHT BROTHERS;by David McCullough;,THE BOYS IN THE BOAT;by Daniel James Brown;,WILD;by Cheryl Strayed;
2,THE ENGLISH SPY;by Daniel Silva;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;25 weeks on the list,THE MARTIAN;by Andy Weir;36 weeks on the list,,,THE WRIGHT BROTHERS;by David McCullough;9 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;3 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;5 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;76 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;110 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;61 weeks on the list,SMILE;by Raina Telgemeier;160 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;3 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;40 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;6 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THE SHEPHERD'S LIFE;by James Rebanks;,OUTLIERS;by Malcolm Gladwell;,IT'S A LONG STORY;by Willie Nelson with David Ritz;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE MOTHER TONGUE;by Bill Bryson;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,THE GREAT WAR OF OUR TIME;by Michael Morell with Bill Harlow;,DEAD WAKE;by Erik Larson;,AUDREY AT HOME;by Luca Dotti;,THE 22-DAY REVOLUTION;by Marco Borges;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,SICK IN THE HEAD;by Judd Apatow;,,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE GLASS CASTLE;by Jeannette Walls;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE OTHER WES MOORE;by Wes Moore;,JESUS CALLING;by Sarah Young;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,THE MOTHER TONGUE;by Bill Bryson;
3,THE GIRL ON THE TRAIN;by Paula Hawkins;25 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;61 weeks on the list,THE ALCHEMIST;by Paulo Coelho;361 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;59 weeks on the list,DOWN THE RABBIT HOLE;by Holly Madison;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;194 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;9 weeks on the list,THE 20/20 DIET;by Phil McGraw;14 weeks on the list,THE THRILLING ADVENTURES OF LOVELACE AND BABBAGE;by Sydney Padua;11 weeks on the list,FUN HOME;by Alison Bechdel;31 weeks on the list,"NARUTO, VOL. 70;by Masashi Kishimoto;5 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,YOUR BABY'S FIRST WORD WILL BE DADA;by Jimmy Fallon. Illustrated by Miguel Ordóñez;4 weeks on the list,STAR WARS: JEDI ACADEMY;by Jeffrey Brown and Jarrett J. Krosoczka;New this week,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,ELON MUSK;by Ashlee Vance;,SICK IN THE HEAD;by Judd Apatow;,MISSOULA;by Jon Krakauer;,HOLD STILL;by Sally Mann;,MISSOULA;by Jon Krakauer;,RED NOTICE;by Bill Browder;,PIRATE HUNTERS;by Robert Kurson;,THE RESIDENCE;by Kate Andersen Brower;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",BLACKOUT;by Sarah Hepola;,GUMPTION;by Nick Offerman;,,THE FIVE LOVE LANGUAGES;by Gary Chapman;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,JUST MERCY;by Bryan Stevenson;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,ELON MUSK;by Ashlee Vance;,SLAYING THE TIGER;by Shane Ryan;,PIRATE HUNTERS;by Robert Kurson;
4,A NEW HOPE;by Robyn Carr;New this week,TRUTH OR DIE;by James Patterson and Howard Roughan;2 weeks on the list,DARK PLACES;by Gillian Flynn;87 weeks on the list,,,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;3 weeks on the list,DEAD WAKE;by Erik Larson;17 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;65 weeks on the list,TELL MY SONS;by Mark M. Weber;2 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;11 weeks on the list,"BATGIRL, VOL. 1;by Cameron Stewart, Brenden Fletcher and Babs Tarr;3 weeks on the list",SISTERS;by Raina Telgemeier;46 weeks on the list,"BIG HERO 6, VOL. 1;by Haruki Ueno;15 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;76 weeks on the list,DORK DIARIES;by Rachel Renée Russell;129 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",LUCKY LIFE INTERRUPTED;by Tom Brokaw;,HOPE;by Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan;,PIONEER GIRL;by Laura Ingalls Wilder;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,THE GOOD SPY;by Kai Bird;,INTO THE WILD;by Jon Krakauer;,MY PARIS DREAM;by Kate Betts;,THUG KITCHEN;by the staff of Thug Kitchen;,"MINECRAFT: ESSENTIAL HANDBOOK;Stephanie Milton with Paul Soares, Jr. and Jordan Maron;",DO NO HARM;by Henry Marsh;,HAPPILY ALI AFTER;by Ali Wentworth;,,MISSOULA;by Jon Krakauer;,LIFE IS SHORT (NO PUN INTENDED);by Jennifer Arnold and Bill Klein;,UNBROKEN;by Laura Hillenbrand;,DEVIL IN THE GROVE;by Gilbert King;,THE POWER OF NOW;by Eckhart Tolle;,DO NO HARM;by Henry Marsh;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,THE SHEPHERD'S LIFE;by James Rebanks;
5,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;42 weeks on the list,FINDERS KEEPERS;by Stephen King;5 weeks on the list,THE GOLDFINCH;by Donna Tartt;13 weeks on the list,,,DEAD WAKE;by Erik Larson;17 weeks on the list,BEING MORTAL;by Atul Gawande;39 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;366 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;3 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;36 weeks on the list,SECONDS;by Bryan Lee O'Malley;46 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;10 weeks on the list,"IS IT WRONG TO TRY TO PICK UP GIRLS IN A DUNGEON?, VOL. 1;by Fujino Omori and Kunieda;7 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;196 weeks on the list",THE SELECTION;by Kiera Cass;46 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",LIFE IS SHORT (NO PUN INTENDED);by Jennifer Arnold and Bill Klein;,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;,A CURIOUS MIND;by Brian Grazer and Charles Fishman;,HOW CHILDREN SUCCEED;by Paul Tough;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE ASTRONAUT WIVES CLUB;by Lily Koppel;,WHERE AM I WEARING?;by Kelsey Timmerman;,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;,MINECRAFT: REDSTONE HANDBOOK;by Nick Farwell. Edited by Jane Riordan and Stephanie Milton;,GODDESSES NEVER AGE;by Christiane Northrup;,YES PLEASE;by Amy Poehler;,,DARING GREATLY;by Brené Brown;,THE ASTRONAUT WIVES CLUB;by Lily Koppel;,AND THE GOOD NEWS IS ...;by Dana Perino;,CITIZEN;by Claudia Rankine;,THE UNTETHERED SOUL;by Michael A. Singer;,DAVID AND GOLIATH;by Malcolm Gladwell;,THE SECRET OF GOLF;by Joe Posnanski;,A WALK IN THE WOODS;by Bill Bryson;
6,THE MARTIAN;by Andy Weir;6 weeks on the list,THE RUMOR;by Elin Hilderbrand;3 weeks on the list,THE VACATIONERS;by Emma Straub;4 weeks on the list,,,I AM MALALA;by Malala Yousafzai with Christina Lamb;20 weeks on the list,THE ROAD TO CHARACTER;by David Brooks;12 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;87 weeks on the list,PAUL NEWMAN;by Shawn Levy;New this week,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;17 weeks on the list",THE COMPLETE EIGHTBALL 1-18;by Daniel Clowes;3 weeks on the list,"THE WICKED + THE DIVINE, VOL. 2;by Kieron Gillen and Jamie McKelvie;New this week","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;105 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,I WILL TAKE A NAP!;by Mo Willems;5 weeks on the list,HARRY POTTER;by J.K. Rowling;328 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,FOLLOWING ATTICUS;by  Tom Ryan;,THE POWER OF HABIT;by Charles Duhigg;,YES PLEASE;by Amy Poehler;,THE MURDER OF MARILYN MONROE;by Jay Margolis and Richard Buskin;,BETWEEN YOU & ME;by Mary Norris;,BETWEEN YOU & ME;by Mary Norris;,ALAN TURING: THE ENIGMA;by Andrew Hodges;,IN THE KINGDOM OF ICE;by Hampton Sides;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,POKEMON: ESSENTIAL HANDBOOK;by Cris Silvestri and the staff of Scholastic;,EAT TO LIVE;by Joel Fuhrman;,BOSSYPANTS;by Tina Fey;,,THE OPPOSITE OF LONELINESS;by Marina Keegan;,DARTH VADER AND SON;by Jeffrey Brown;,THE QUARTET;by Joseph J. Ellis;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,BOUNDARIES;by Henry Cloud and John Townsend;,WHAT IF?;by Randall Munroe;,THE A SWING;by David Leadbetter with Ron Kaspriske;,CHRONICLES OF OLD NEW YORK;by James Roman;
7,THE RUMOR;by Elin Hilderbrand;3 weeks on the list,IN THE UNLIKELY EVENT;by Judy Blume;5 weeks on the list,STATION ELEVEN;by Emily St. John Mandel;5 weeks on the list,,,ORANGE IS THE NEW BLACK;by Piper Kerman;41 weeks on the list,SICK IN THE HEAD;by Judd Apatow;3 weeks on the list,WILD;by Cheryl Strayed;119 weeks on the list,DEAD WAKE;by Erik Larson;17 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;90 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR;by Nathan Hale;11 weeks on the list,EL DEAFO;by Cece Bell;34 weeks on the list,"SERAPH OF THE END, VOL. 5;by Takaya Kagami and Yamato Yamamoto;3 weeks on the list",REFUGEE;by Alan Gratz;129 weeks on the list,PRESS HERE;by Hervé Tullet;199 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;15 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,A WOLF CALLED ROMEO;by Nick Jans;,"TEAM OF TEAMS;by Stanley McChrystal with Tantum Collins, David Silverman and Chris Fussell;",A WORK IN PROGRESS;by Connor Franta;,THE MURDER OF THE CENTURY;by Paul Collins;,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;,HOWEVER LONG THE NIGHT;by Aimee Molloy;,GOOD HUNTING;by Jack Devine with Vernon Loeb;,BLOOD RIVER;by Tim Butcher;,HOW TO TIE A SCARF;by the staff of Potter Style;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,HACKS FOR MINECRAFTERS;by Megan Miller;,AGING BACKWARDS;by Miranda Esmonde-White;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,H IS FOR HAWK;by Helen Macdonald;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,KILLING PATTON;by Bill O'Reilly and Martin Dugard;,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE SURRENDER EXPERIMENT;by Michael A. Singer;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MEN IN GREEN;by Michael Bamberger;,BLOOD RIVER;by Tim Butcher;
8,RIDE STEADY;by Kristen Ashley;New this week,THE NIGHTINGALE;by Kristin Hannah;22 weeks on the list,THE INVENTION OF WINGS;by Sue Monk Kidd;9 weeks on the list,,,BEING MORTAL;by Atul Gawande;38 weeks on the list,ALLY;by Michael B. Oren;New this week,UNBROKEN;by Laura Hillenbrand;49 weeks on the list,THE IDIOT GIRLS' ACTION-ADVENTURE CLUB;by Laurie Notaro;New this week,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;4 weeks on the list,ROBERT MOSES: THE MASTER BUILDER OF NEW YORK CITY;by Pierre Christin and Olivier Balez;10 weeks on the list,PERSEPOLIS;by Marjane Satrapi;48 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 1;by Yusei Matsui;14 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;31 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;366 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,ELEPHANT COMPANY;by Vicki Constantine Croke;,LEAN IN;by Sheryl Sandberg with Nell Scovell;,IN REAL LIFE;by Joey Graceffa;,JUST MERCY;by Bryan Stevenson;,SAPIENS;by Yuval Noah Harari;,THE NAKED ROOMMATE;by Harlan Cohen;,A MAN CALLED INTREPID;by William Stevenson;,THE INDIFFERENT STARS ABOVE;by Daniel James Brown;,"WOMEN IN CLOTHES;by Sheila Heti, Heidi Julavits, Leanne Shapton & 639 Others;",GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,HACKS FOR MINECRAFTERS: REDSTONE;by Megan Miller;,THE GODDESS POSE;by Michelle Goldberg;,THE COLORING BOOK;by Colin Quinn;,,IF YOU FEEL TOO MUCH;by Jamie Tworkowski;,VADER'S LITTLE PRINCESS;by Jeffrey Brown;,ONE MAN AGAINST THE WORLD;by Tim Weiner;,PROJECT FATHERHOOD;by Jorja Leap;,PROOF OF HEAVEN;by Eben Alexander;,THE POWER OF HABIT;by Charles Duhigg;,BEN HOGAN'S FIVE LESSONS;by Ben Hogan with Herbert Warren Wind; drawings by Anthony Ravielli;,SKYFARING;by Mark Vanhoenacker;
9,THE INSIDER THREAT;by Brad Taylor;New this week,THE MELODY LINGERS ON;by Mary Higgins Clark;2 weeks on the list,LEAVING TIME;by Jodi Picoult;10 weeks on the list,,,SICK IN THE HEAD;by Judd Apatow;3 weeks on the list,THE QUARTET;by Joseph J. Ellis;7 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;11 weeks on the list,SANDRA DAY O'CONNOR;by Joan Biskupic;New this week,BRAIN MAKER;by David Perlmutter with Kristin Loberg;10 weeks on the list,THE SCULPTOR;by Scott McCloud;20 weeks on the list,NIMONA;by Noelle Stevenson;7 weeks on the list,"SERAPH OF THE END, VOL. 1;by Takaya Kagami and Yamato Yamamoto;3 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,THE ADVENTURES OF BEEKLE;by Dan Santat;16 weeks on the list,DIVERGENT;by Veronica Roth;89 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,BOSSYPANTS;by Tina Fey;,RED NOTICE;by Bill Browder;,BAD FEMINIST;by Roxane Gay;,THe FREEDOM WRITERS DIARY;by the Freedom Writers Staff with Erin Gruwell;,DAYS OF RAGE;by Bryan Burrough;,FLIGHT TO HEAVEN;by Dale Black with Ken Gire;,ALWAYS PACK A PARTY DRESS;by Amanda Brooks;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,THE ULTIMATE UNOFFICIAL ENCYCLOPEDIA FOR MINECRAFTERS;by Megan Miller;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,HYPERBOLE AND A HALF;by Allie Brosh;,,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,THINGS THAT MATTER;by Charles Krauthammer;,WHISTLING VIVALDI;by Claude M. Steele;,PREACHING;by Timothy Keller;,QUIET;by Susan Cain;,MOLINA;by Bengie Molina with Joan Ryan;,CARSICK;by John Waters;
10,TRUTH OR DIE;by James Patterson and Howard Roughan;2 weeks on the list,TOM CLANCY UNDER FIRE;by Grant Blackwood;3 weeks on the list,THE HUSBAND'S SECRET;by Liane Moriarty;18 weeks on the list,,,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;72 weeks on the list,THE OREGON TRAIL;by Rinker Buck;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;90 weeks on the list",JEANNIE OUT OF THE BOTTLE;by Barbara Eden with Wendy Leigh;2 weeks on the list,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;35 weeks on the list,HERE;by Richard McGuire;22 weeks on the list,ROLLER GIRL;by Victoria Jamieson;12 weeks on the list,"NORAGAMI, VOL. 5;by Adachitoka;2 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;56 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;330 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,REALLY IMPORTANT STUFF MY DOG HAS TAUGHT ME;by Cynthia L. Copeland;,MONEY: MASTER THE GAME;by Tony Robbins;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,DEVIL IN THE GROVE;by Gilbert King;,THE ARGONAUTS;by Maggie Nelson;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,THE INGENIOUS MR. PYKE;by Henry Hemming;,ASTORIA;by Peter Stark;,SUMMER AT TIFFANY;by Marjorie Hart;,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,FIND MOMO COAST TO COAST;by Andrew Knapp;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE BOOK OF JOAN;by Melissa Rivers;,,LOVE DOES;by Bob Goff;,H IS FOR HAWK;by Helen Macdonald;,THE NEW JIM CROW;by Michelle Alexander;,SOMETHING MUST BE DONE ABOUT PRINCE EDWARD COUNTY;by Kristen Green;,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,EVERY DAY I FIGHT;by Stuart Scott with Larry Platt;,UGANDA BE KIDDING ME;by Chelsea Handler;
