,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE LIAR;by Nora Roberts;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;14 weeks on the list,THE GOLDFINCH;by Donna Tartt;2 weeks on the list,,,THE ROAD TO CHARACTER;by David Brooks;New this week,THE ROAD TO CHARACTER;by David Brooks;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;47 weeks on the list,THE ROAD TO CHARACTER;by David Brooks;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;25 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;150 weeks on the list,DRAMA;by Raina Telgemeier;90 weeks on the list,"BIG HERO 6, VOL. 1;by Haruki Ueno;4 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;29 weeks on the list,THE MAZE RUNNER;by James Dashner;132 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,H IS FOR HAWK;by Helen Macdonald;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",A CURIOUS MIND;by Brian Grazer and Charles Fishman;,MISSOULA;by Jon Krakauer;,BETWEEN YOU & ME;by Mary Norris;,BETWEEN YOU & ME;by Mary Norris;,,DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,BEING MORTAL;by Atul Gawande;,YES PLEASE;by Amy Poehler;,,THE FIVE LOVE LANGUAGES;by Gary Chapman;,H IS FOR HAWK;by Helen Macdonald;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,THE NEW JIM CROW;by Michelle Alexander;,THE ROAD TO CHARACTER;by David Brooks;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;,WILD;by Cheryl Strayed;
2,THE GIRL ON THE TRAIN;by Paula Hawkins;14 weeks on the list,THE LIAR;by Nora Roberts;New this week,THE HUSBAND'S SECRET;by Liane Moriarty;7 weeks on the list,,,BILL O'REILLY'S LEGENDS AND LIES;by David Fisher;2 weeks on the list,BILL O'REILLY'S LEGENDS AND LIES;by David Fisher;2 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;2 weeks on the list,DEAD WAKE;by Erik Larson;6 weeks on the list,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;7 weeks on the list",ONCE UPON A TIME: OUT OF THE PAST;by Kalinda Vazquez and others;New this week,SMILE;by Raina Telgemeier;149 weeks on the list,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;94 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;95 weeks on the list,DIVERGENT;by Veronica Roth;78 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,DEALING WITH CHINA;by Henry M. Paulson Jr.;,A FINE ROMANCE;by Candice Bergen;,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;,SO YOU'VE BEEN PUBLICLY SHAMED;by Jon Ronson;,MISSOULA;by Jon Krakauer;,,INTO AFRICA;by Martin Dugard;,LOVE THE HOME YOU HAVE;by Melissa Michaels;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,I HATE MYSELFIE;by Shane Dawson;,,MISSOULA;by Jon Krakauer;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,AND THE GOOD NEWS IS ...;by Dana Perino;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,JESUS CALLING;by Sarah Young;,DAVID AND GOLIATH;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;,HUMANS OF NEW YORK;by Brandon Stanton;
3,THE STRANGER;by Harlan Coben;4 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;50 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;87 weeks on the list,,,DEAD WAKE;by Erik Larson;6 weeks on the list,DEALING WITH CHINA;by Henry M. Paulson Jr.;New this week,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;76 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;65 weeks on the list,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;30 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;50 weeks on the list,SISTERS;by Raina Telgemeier;35 weeks on the list,"ATTACK ON TITAN, VOL. 15;by Hajime Isayama;5 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,PRESS HERE;by Hervé Tullet;188 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;319 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,THE STOLEN DOG;by Tricia O'Malley;,BECOMING STEVE JOBS;by Brent Schlender and Rick Tetzeli;,BECOMING STEVE JOBS;by Brent Schlender and Rick Tetzeli;,"AMISH CONFIDENTIAL;by ""Lebanon"" Levi Stoltzfus;",PIONEER GIRL;by Laura Ingalls Wilder;,IN DEFENSE OF A LIBERAL EDUCATION;by Fareed Zakaria;,,ASTORIA;by Peter Stark;,CHARLOTTE MOSS: GARDEN INSPIRATIONS;by Charlotte Moss;,THUG KITCHEN;by the staff of Thug Kitchen;,THE LEGO IDEAS BOOK;by Daniel Lipkowitz;,THE BLUE ZONES SOLUTION;by Dan Buettner;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,H IS FOR HAWK;by Helen Macdonald;,LOOK ME IN THE EYE;by John Elder Robison;,THE RESIDENCE;by Kate Andersen Brower;,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,WHAT IF?;by Randall Munroe;,H IS FOR HAWK;by Helen Macdonald;,BENEATH THE SURFACE;by John Hargrove with Howard Chua-Eoan;
4,THE LONGEST RIDE;by Nicholas Sparks;23 weeks on the list,EVERY FIFTEEN MINUTES;by Lisa Scottoline;New this week,THE MARTIAN;by Andy Weir;25 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;48 weeks on the list,DEAD WAKE;by Erik Larson;6 weeks on the list,UNBROKEN;by Laura Hillenbrand;38 weeks on the list,THE RESIDENCE;by Kate Andersen Brower;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;99 weeks on the list,AVENGERS AND X-MEN: AXIS;by Rick Remender and others;3 weeks on the list,EL DEAFO;by Cece Bell;24 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;45 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;65 weeks on the list,HARRY POTTER;by J.K. Rowling;320 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,BENEATH THE SURFACE;by John Hargrove with Howard Chua-Eoan;,MONEY: MASTER THE GAME;by Tony Robbins;,YES PLEASE;by Amy Poehler;,THE GIFT OF FEAR;by Gavin De Becker;,AMERICAN LIGHTNING;by Howard Blum;,WHERE YOU GO IS NOT WHO YOU'LL BE;by Frank Bruni;,,INTO THE WILD;by Jon Krakauer;,THE NEW BOHEMIANS;by Justina Blakeney;,THE BLUE ZONES SOLUTION;by Dan Buettner;,POKEMON: ESSENTIAL HANDBOOK;by Cris Silvestri and the staff of Scholastic;,TOX-SICK;by Suzanne Somers;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,LOOK ME IN THE EYE;by John Elder Robison;,FORGIVENESS;by Chiquis Rivera;,UNBROKEN;by Laura Hillenbrand;,DAYS OF RAGE;by Bryan Burrough;,BEYOND BELIEF;by Jenna Miscavige Hill with Lisa Pulitzer;,THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;,MEN IN GREEN;by Michael Bamberger;,PICNIC IN PROVENCE;by Elizabeth Bard;
5,EVERY FIFTEEN MINUTES;by Lisa Scottoline;New this week,THE STRANGER;by Harlan Coben;4 weeks on the list,THE ESCAPE;by David Baldacci;4 weeks on the list,,,THE RESIDENCE;by Kate Andersen Brower;2 weeks on the list,THE RESIDENCE;by Kate Andersen Brower;2 weeks on the list,WILD;by Cheryl Strayed;108 weeks on the list,WILD;by Cheryl Strayed;140 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;26 weeks on the list,AVENGERS: RAGE OF ULTRON;by Rick Remender and Jerome Opeña;3 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;84 weeks on the list","MONSTER MUSUME, VOL. 6;by Okayado;5 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;185 weeks on the list",HEROES OF OLYMPUS;by Rick Riordan;100 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,GOOD DOG;by the editors of Garden and Gun Magazine;,THE POWER OF HABIT;by Charles Duhigg;,FORGIVENESS;by Chiquis Rivera;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,WORDS WITHOUT MUSIC;by Philip Glass;,VERY GOOD LIVES;by J. K. Rowling;,,SAVAGE HARVEST;by Carl Hoffman;,TIM GUNN:  THE NATTY PROFESSOR;by Tim Gunn with Ada Calhoun;,THE COMPLETE VEGETARIAN COOKBOOK;by the staff of America's Test Kitchen;,MINECRAFT: REDSTONE HANDBOOK;by Nick Farwell. Edited by Jane Riordan and Stephanie Milton;,LOOK ME IN THE EYE;by John Elder Robison;,BOSSYPANTS;by Tina Fey;,,DARING GREATLY;by Brené Brown;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,DEALING WITH CHINA;by Henry M. Paulson Jr.;,BATTLEFIELD AMERICA;by John W. Whitehead;,GOING CLEAR;by Lawrence Wright;,THE POWER OF HABIT;by Charles Duhigg;,NATURAL BORN HEROES;by Christopher McDougall;,UGANDA BE KIDDING ME;by Chelsea Handler;
6,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;31 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;11 weeks on the list,THE ALCHEMIST;by Paulo Coelho;350 weeks on the list,,,DEALING WITH CHINA;by Henry M. Paulson Jr.;New this week,BEING MORTAL;by Atul Gawande;28 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;64 weeks on the list,BILL O'REILLY'S LEGENDS AND LIES;by David Fisher;New this week,THE REAL-LIFE MBA;by Jack Welch and Suzy Welch;New this week,THE SCULPTOR;by Scott McCloud;11 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;155 weeks on the list","ASSASSINATION CLASSROOM, VOL. 3;by Yusei Matsui;2 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;3 weeks on the list,KINGDOM KEEPERS;by Ridley Pearson;13 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,ELEPHANT COMPANY;by Vicki Constantine Croke;,WORK RULES!;by Laszlo Bock;,GOING OFF SCRIPT;by Giuliana Rancic;,WAITING TO BE HEARD;by Amanda Knox;,JOHN LENNON;by Philip Norman;,OUR KIDS;by Robert D. Putnam;,,WHAT STANDS IN A STORM;by Kim Cross;,DESIGN MOM;by Gabrielle Stanley Blair;,TRISHA'S TABLE;by Trisha Yearwood with Beth Yearwood Bernard;,"MINECRAFT: ESSENTIAL HANDBOOK;Stephanie Milton with Paul Soares, Jr. and Jordan Maron;",THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;,NOT THAT KIND OF GIRL;by Lena Dunham;,,SO YOU'VE BEEN PUBLICLY SHAMED;by Jon Ronson;,UNFORGETTABLE;by Scott Simon;,KILLING PATTON;by Bill O'Reilly and Martin Dugard;,JUST MERCY;by Bryan Stevenson;,SEARCHING FOR SUNDAY;by Rachel Held Evans;,QUIET;by Susan Cain;,EVERY DAY I FIGHT;by Stuart Scott with Larry Platt;,WATER TO THE ANGELS;by Les Standiford;
7,BEAUTIFUL SECRET;by Christina Lauren;New this week,MIRACLE AT AUGUSTA;by James Patterson and Peter De Jonge;2 weeks on the list,THE LONGEST RIDE;by Nicholas Sparks;16 weeks on the list,,,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;61 weeks on the list,A CURIOUS MIND;by Brian Grazer and Charles Fishman;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;187 weeks on the list,JOHN LENNON;by Philip Norman;New this week,VERY GOOD LIVES;by J. K. Rowling;New this week,"THE GRAVEYARD BOOK, VOL. 1;by Neil Gaiman, P. Craig Russell and others;21 weeks on the list","MS. MARVEL, VOL. 2;by G. Willow Wilson, Adrian Alphona and Jacob Wyatt;2 weeks on the list","CITRUS, VOL. 2;by Saburouta;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,THE ADVENTURES OF BEEKLE;by Dan Santat;8 weeks on the list,GIVER QUARTET;by Lois Lowry;77 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,A WOLF CALLED ROMEO;by Nick Jans;,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,BORN WITH TEETH;by Kate Mulgrew;,AMERICAN LIGHTNING;by Howard Blum;,THE LADY IN GOLD;by Anne-Marie O'Connor;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,,ISAAC'S STORM;by Erik Larson;,INDIA HICKS: ISLAND STYLE;India Hicks;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,PLAYER'S HANDBOOK;by Wizards RPG Team;,THE BEAUTY DETOX POWER;by Kimberly Snyder;,EXPLORING CALVIN AND HOBBES;by Bill Watterson and Robb Jenny;,,SPINSTER;by Kate Bolick;,FINDING PETER;by William Peter Blatty;,CAPITAL DAMES;by Cokie Roberts;,CITIZEN;by Claudia Rankine;,THE POWER OF NOW;by Eckhart Tolle;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BILLY MARTIN;by Bill Pennington;,PHENOMENAL;by Leigh Ann Henion;
8,THE NIGHTINGALE;by Kristin Hannah;11 weeks on the list,AT THE WATER'S EDGE;by Sara Gruen;3 weeks on the list,WHAT ALICE FORGOT;by Liane Moriarty;2 weeks on the list,,,BEING MORTAL;by Atul Gawande;28 weeks on the list,BETWEEN YOU & ME;by Mary Norris;3 weeks on the list,QUIET;by Susan Cain;106 weeks on the list,UNBROKEN;by Laura Hillenbrand;220 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;82 weeks on the list,"THE WALKING DEAD, BOOK 11;by Robert Kirkman and Charlie Adlard;5 weeks on the list",PERSEPOLIS;by Marjane Satrapi;46 weeks on the list,"ONE PIECE, VOL. 74;by Eiichiro Oda;2 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;20 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;165 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,BIOPHILIA;by Christopher Marley;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",I HATE MYSELFIE;by Shane Dawson;,DAYS OF RAGE;by Bryan Burrough;,MEET YOU IN HELL;by Les Standiford;,"ROADMAP;by Nathan Gebhard, Brian McAllister and Mike Marriner;",,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,THE INN AT LITTLE WASHINGTON;by Patrick O'Connell and Gordon Beall;,THE 20/20 DIET;by Phil McGraw;,MONSTER MANUAL;by Wizards RPG Team;,GODDESSES NEVER AGE;by Christiane Northrup;,LET'S EXPLORE DIABETES WITH OWLS;by David Sedaris;,,I SUCK AT RELATIONSHIPS SO YOU DON'T HAVE TO;by Bethenny Frankel with Eve Adamson;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,IN DEFENSE OF A LIBERAL EDUCATION;by Fareed Zakaria;,TWELVE YEARS A SLAVE;by Solomon Northup;,DO THE KIND THING;by Daniel Lubetzky;,THE GIFT OF FEAR;by Gavin De Becker;,MEB FOR MORTALS;by Meb Keflezighi with Scott Douglas;,AMAZING PLACE;edited by Marianne Gingher;
9,OUTLANDER;by Diana Gabaldon;15 weeks on the list,A SPOOL OF BLUE THREAD;by Anne Tyler;10 weeks on the list,EUPHORIA;by Lily King;2 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;201 weeks on the list,H IS FOR HAWK;by Helen Macdonald;9 weeks on the list,10% HAPPIER;by Dan Harris;11 weeks on the list,WILL YOU LOVE ME?;by Cathy Glass;New this week,THE BLUE ZONES SOLUTION;by Dan Buettner;2 weeks on the list,SECONDS;by Bryan Lee O'Malley;40 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;50 weeks on the list,"NARUTO, VOL. 69;by Masashi Kishimoto;6 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;42 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;357 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,FOLLOWING ATTICUS;by  Tom Ryan;,OUTLIERS;by Malcolm Gladwell;,SO THAT HAPPENED;by Jon Cryer;,FROM JAILER TO JAILED;by Bernard B. Kerik;,BAD FEMINIST;by Roxane Gay;,TEACH LIKE A CHAMPION 2. 0;by Doug Lemov;,,"DON'T GIVE UP, DON'T GIVE IN;by Louis Zamperini and David Rensin;",MAKE UP;by Michelle Phan;,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;,HACKS FOR MINECRAFTERS;by Megan Miller;,INSIDE THE DEMENTIA EPIDEMIC;by Martha Stettinius;,ASAPSCIENCE;by Mitchell Moffit;,,NOBODY'S CUTER THAN YOU;by Melanie Shankle;,WILL YOU LOVE ME?;by Cathy Glass;,THE NEW JIM CROW;by Michelle Alexander;,MY GRANDFATHER WOULD HAVE SHOT ME;by Jennifer Teege and Nikola Sellmair;,HERETIC;by Ayaan Hirsi Ali;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,BEN HOGAN'S FIVE LESSONS;by Ben Hogan with Herbert Warren Wind; drawings by Anthony Ravielli;,THE LOST WORLD OF THE OLD ONES;by David Roberts;
10,UNTIL JULY;by Aurora Rose Reynolds;New this week,HOT PURSUIT;by Stuart Woods;2 weeks on the list,THE NARROW ROAD TO THE DEEP NORTH;by Richard Flanagan;New this week,,,WILD;by Cheryl Strayed;109 weeks on the list,CAPITAL DAMES;by Cokie Roberts;New this week,A FIGHTING CHANCE;by Elizabeth Warren;New this week,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;74 weeks on the list,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;New this week,"THE AGE OF SELFISHNESS: AYN RAND, MORALITY, AND THE FINANCIAL CRISIS;by Darryl Cunningham;3 weeks on the list",ROLLER GIRL;by Victoria Jamieson;3 weeks on the list,"AKAME GA KILL!, VOL. 1;by Takahiro and Tetsuya Tashiro;9 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,PETE THE CAT'S GROOVY GUIDE TO LIFE;by James Dean and Kimberly Dean. Illustrated by James Dean;2 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;103 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,DO THE KIND THING;by Daniel Lubetzky;,FINDING PETER;by William Peter Blatty;,RED NOTICE;by Bill Browder;,THE FOLDED CLOCK;by Heidi Julavits;,CREATIVE SCHOOLS;by Ken Robinson and Lou Aronica;,,DEEP DOWN DARK;Héctor Tobar;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,MINECRAFT: BLOCKOPEDIA;by Alex Wiltshire;,EAT TO LIVE;by Joel Fuhrman;,UGANDA BE KIDDING ME;by Chelsea Handler;,,THE OPPOSITE OF LONELINESS;by Marina Keegan;,THE GLASS CASTLE;by Jeannette Walls;,HERETIC;by Ayaan Hirsi Ali;,WARRIORS DON'T CRY;by Melba Pattillo Beals;,"AMISH CONFIDENTIAL;by ""Lebanon"" Levi Stoltzfus;",ALAN TURING: THE ENIGMA;by Andrew Hodges;,THE SPORTS GENE;by David Epstein;,COCKPIT CONFIDENTIAL;by Patrick Smith;
