,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE MARTIAN;by Andy Weir;18 weeks on the list,COME RAIN OR COME SHINE;by Jan Karon;New this week,THE MARTIAN;by Andy Weir;48 weeks on the list,,,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;New this week,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;70 weeks on the list,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;New this week,BIG MAGIC;by Elizabeth Gilbert;New this week,"BATMAN, VOL. 7;by Scott Snyder and Greg Capullo;New this week","SAGA, VOL. 5;by Brian K. Vaughan and Fiona Staples;2 weeks on the list","MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 11;by Yoshikazu Yasuhiko;New this week",THE KEEPER;by David Baldacci;3 weeks on the list,WONDER;by R.J. Palacio;7 weeks on the list,MAX;by Boaz Yakin and Sheldon Lettich;7 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;6 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;New this week,THE 5TH WAVE;by Rick Yancey;2 weeks on the list,THE SLEEPER AND THE SPINDLE;by Neil Gaiman. Illustrated by Chris Riddell;New this week,PAPER TOWNS;by John Green;7 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,OUTLIERS;by Malcolm Gladwell;,WHY NOT ME?;by Mindy Kaling;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE ART OF MEMOIR;by Mary Karr;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE WRIGHT BROTHERS;by David McCullough;,COCO CHANEL;by Justine Picardie;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,SECRET GARDEN;illustrated by Johanna Basford;,FURIOUSLY HAPPY;by Jenny Lawson;,WHY NOT ME?;by Mindy Kaling;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,WHY NOT ME?;by Mindy Kaling;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,I CAN SEE CLEARLY NOW;by Wayne W. Dyer;,THE WRIGHT BROTHERS;by David McCullough;,THE BOYS IN THE BOAT;by Daniel James Brown;,A WALK IN THE WOODS;by Bill Bryson;
2,MAKE ME;by Lee Child;3 weeks on the list,MAKE ME;by Lee Child;3 weeks on the list,MEMORY MAN;by David Baldacci;2 weeks on the list,,,WHY NOT ME?;by Mindy Kaling;2 weeks on the list,WHY NOT ME?;by Mindy Kaling;2 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;17 weeks on the list,FURIOUSLY HAPPY;by Jenny Lawson;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;48 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;172 weeks on the list,DRAMA;by Raina Telgemeier;113 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;15 weeks on the list",SERAFINA AND THE BLACK CLOAK;by Robert Beatty;7 weeks on the list,THE ISLE OF THE LOST;by Melissa de la Cruz;6 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;7 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;4 weeks on the list,THE MAZE RUNNER;by James Dashner;155 weeks on the list,THE INFINITE SEA;by Rick Yancey;New this week,WALK ON EARTH A STRANGER;by Rae Carson;New this week,THE 5TH WAVE;by Rick Yancey;6 weeks on the list,TOP DOG;by Maria Goodavage;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",FURIOUSLY HAPPY;by Jenny Lawson;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,ONCE IN A GREAT CITY;by David Maraniss;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,DOUBLE CROSS;by Ben Macintyre;,DEAD WAKE;by Erik Larson;,LOVABLE LIVABLE HOME;by Sherry Petersik and John Petersik;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,FURIOUSLY HAPPY;by Jenny Lawson;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,THE GLASS CASTLE;by Jeannette Walls;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,JUST MERCY;by Bryan Stevenson;,IT IS ABOUT ISLAM;by Glenn Beck;,BEING MORTAL;by Atul Gawande;,FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,WILD;by Cheryl Strayed;
3,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;4 weeks on the list,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;4 weeks on the list,EVE;by Wm. Paul Young;2 weeks on the list,,,FURIOUSLY HAPPY;by Jenny Lawson;New this week,FURIOUSLY HAPPY;by Jenny Lawson;New this week,A WALK IN THE WOODS;by Bill Bryson;100 weeks on the list,WHY NOT ME?;by Mindy Kaling;2 weeks on the list,RISING STRONG;by Brené Brown;5 weeks on the list,"STEP ASIDE, POPS;by Kate Beaton;2 weeks on the list","THE COMIC BOOK STORY OF BEER;by Jonathan Hennessey, Mike Smith and Aaron McConnell;New this week","THE ANCIENT MAGUS’ BRIDE, VOL. 2;by Kore Yamazaki;3 weeks on the list",WONDER;by R.J. Palacio;7 weeks on the list,AUGGIE & ME;by R.J. Palacio;6 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;7 weeks on the list,WHAT PET SHOULD I GET?;by Dr. Seuss;9 weeks on the list,MICHAEL VEY;by Richard Paul Evans;6 weeks on the list,PAPER TOWNS;by John Green;7 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;4 weeks on the list",THE BOOK THIEF;by Markus Zusak;7 weeks on the list,TELL ME WHERE IT HURTS;by Nick Trout;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",YES PLEASE;by Amy Poehler;,JUST MERCY;by Bryan Stevenson;,NEGROLAND;by Margo Jefferson;,NEUROTRIBES;by Steve Silberman;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",INTO THE WILD;by Jon Krakauer;,THE BEAUTY DETOX DIET;by the editors of Rockridge Press;,THE FOOD LAB;by J. Kenji Lopez-Alt;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,JACKSONLAND;by Steve Inskeep;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,IT IS ABOUT ISLAM;by Glenn Beck;,THE NEW JIM CROW;by Michelle Alexander;,FOR THE LOVE;by Jen Hatmaker;,NEUROTRIBES;by Steve Silberman;,ENDZONE;by John U. Bacon;,MY SOUTHERN JOURNEY;by Rick Bragg;
4,COME RAIN OR COME SHINE;by Jan Karon;New this week,GO SET A WATCHMAN;by Harper Lee;11 weeks on the list,GREY;by E. L. James;15 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;71 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;11 weeks on the list,IT IS ABOUT ISLAM;by Glenn Beck;6 weeks on the list,HITLER'S LAST WITNESS;by Rochus Misch and others;New this week,THE FOOD LAB;by J. Kenji Lopez-Alt;New this week,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;73 weeks on the list,PEARLS GETS SACRIFICED;by Stephan Pastis;New this week,"SERAPH OF THE END, VOL. 6;by Takaya Kagami and Yamato Yamamoto;3 weeks on the list",THE FINISHER;by David Baldacci;6 weeks on the list,CRENSHAW;by Katherine Applegate;New this week,OUT OF MY MIND;by Sharon M. Draper;7 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;118 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;341 weeks on the list,WE WERE LIARS;by E. Lockhart;3 weeks on the list,RED QUEEN;by Victoria Aveyard;7 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;7 weeks on the list,BEYOND WORDS;by Carl Safina;,THE POWER OF HABIT;by Charles Duhigg;,FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,SISTERS IN LAW;by Linda Hirshman;,ONE MATCHLESS TIME;by Jay Parini;,THE ORGANIZED MIND;by Daniel J. Levitin;,THE BILLION DOLLAR SPY;by David E. Hoffman;,INTO THIN AIR;by Jon Krakauer;,APARTMENT THERAPY;by Maxwell Ryan and Janel Laban;,THUG KITCHEN;by the staff of Thug Kitchen;,CREATIVE HAVEN ART NOUVEAU ANIMAL DESIGNS COLORING BOOK;Illustrated by Marty Noble;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,SELP-HELF;by Miranda Sings;,1491;by Charles C. Mann;,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;,CONSCIOUS UNCOUPLING;by Katherine Woodward Thomas;,PLUNDER AND DECEIT;by Mark R. Levin;,THE OTHER WES MOORE;by Wes Moore;,CHANGE YOUR THOUGHTS - CHANGE YOUR LIFE;by Wayne W. Dyer;,THE MAN WHO MISTOOK HIS WIFE FOR A HAT;by Oliver Sacks;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,THE OREGON TRAIL;by Rinker Buck;
5,THE GIRL ON THE TRAIN;by Paula Hawkins;37 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;73 weeks on the list,GRAY MOUNTAIN;by John Grisham;6 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;11 weeks on the list,BEING MORTAL;by Atul Gawande;51 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;3 weeks on the list,THE REAGAN DIARIES;by Ronald Reagan;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;122 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR;by Nathan Hale;21 weeks on the list,FUN HOME;by Alison Bechdel;41 weeks on the list,"BIG HERO 6, VOL. 2;by Haruki Ueno;New this week",HITLER'S LAST DAYS;by Bill O'Reilly;5 weeks on the list,I AM MALALA;by Malala Yousafzai with Patricia McCormick;6 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;7 weeks on the list,MAX THE BRAVE;by Ed Vere;3 weeks on the list,TALES FROM THE SHADOWHUNTER ACADEMY;by Cassandra Clare and others;6 weeks on the list,THE BOOK THIEF;by Markus Zusak;4 weeks on the list,ELEANOR AND PARK;by Rainbow Rowell;7 weeks on the list,LOOKING FOR ALASKA;by John Green;7 weeks on the list,YOU NEED MORE SLEEP;by Francesco Marciuliano;,ELON MUSK;by Ashlee Vance;,UNSINKABLE;by Debbie Reynolds and Dorian Hannaway;,THE COURT AND THE WORLD;by Stephen Breyer;,COCO CHANEL;by Justine Picardie;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,THE PENTAGON'S BRAIN;by Annie Jacobsen;,THE INVENTION OF NATURE;by Andrea Wulf;,AUDREY AT HOME;by Luca Dotti;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,SUPERBETTER;by Jane McGonigal;,NEUROTRIBES;by Steve Silberman;,YES PLEASE;by Amy Poehler;,BORN TO RUN;by Christopher McDougall;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,EXCEPTIONAL;by Dick Cheney and Liz Cheney;,NEGROLAND;by Margo Jefferson;,FERVENT;by Priscilla Shirer;,SUPERBETTER;by Jane McGonigal;,UNBROKEN;by Laura Hillenbrand;,TALES OF A FEMALE NOMAD;by Rita Golden Gelman;
6,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;54 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;37 weeks on the list,THE ALCHEMIST;by Paulo Coelho;373 weeks on the list,,,A WALK IN THE WOODS;by Bill Bryson;6 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;21 weeks on the list,YES PLEASE;by Amy Poehler;4 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;88 weeks on the list,FERVENT;by Priscilla Shirer;3 weeks on the list,BABA YAGA’S ASSISTANT;by Marika McCoola and Emily Carroll;7 weeks on the list,"THE WALKING DEAD, VOL. 24;by Robert Kirkman and Charlie Adlard;4 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;4 weeks on the list",,THE MARVELS;by Brian Selznick;2 weeks on the list,THE FINISHER;by David Baldacci;7 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;52 weeks on the list,HARRY POTTER;by J.K. Rowling;340 weeks on the list,,FANGIRL;by Rainbow Rowell;7 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;7 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,THE ORGANIZED MIND;by Daniel J. Levitin;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,BAD FEMINIST;by Roxane Gay;,TEACH LIKE A CHAMPION 2. 0;by Doug Lemov;,AGENT STORM;by Morten Storm with Paul Cruickshank and Tim Lister;,TALES OF A FEMALE NOMAD;by Rita Golden Gelman;,THE FACE THAT CHANGED IT ALL;by Beverly Johnson with Allison Samuels;,PAULA DEEN CUTS THE FAT;by Paula Deen;,PLAYER'S HANDBOOK;by Wizards RPG Team;,SUPERBETTER;by Jane McGonigal;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,F*CK FEELINGS;by Michael I. Bennett and Sarah Bennett;,_____ MY DAD SAYS;by Justin Halpern;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,CITIZEN;by Claudia Rankine;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,ON THE MOVE;by Oliver Sacks;,BRADY VS MANNING;by Gary Myers;,BUSHCRAFT 101;by Dave Canterbury;
7,GRAY MOUNTAIN;by John Grisham;22 weeks on the list,X;by Sue Grafton;5 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;7 weeks on the list,,,THE WRIGHT BROTHERS;by David McCullough;21 weeks on the list,PLUNDER AND DECEIT;by Mark R. Levin;8 weeks on the list,BLACK MASS;by Dick Lehr and Gerald O'Neill;2 weeks on the list,THOMAS BECKET;by John Guy;New this week,THE GIFTS OF IMPERFECTION;by Brené Brown;60 weeks on the list,IN SEARCH OF LOST TIME: SWANN'S WAY;by Marcel Proust. Adapted and illustrated by Stéphane Heuet. Translated by Arthur Goldhammer;12 weeks on the list,SMILE;by Raina Telgemeier;172 weeks on the list,"TOKYO GHOUL, VOL. 2;by Sui Ishida;6 weeks on the list",,IT'S YOUR WORLD;by Chelsea Clinton;2 weeks on the list,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;6 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;4 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;60 weeks on the list,,THE INFINITE SEA;by Rick Yancey;5 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;3 weeks on the list,A WOLF CALLED ROMEO;by Nick Jans;,"TEAM OF TEAMS;by Stanley McChrystal with Tantum Collins, David Silverman and Chris Fussell;",RECKLESS;by Chrissie Hynde;,VIGILANCE;by Ray Kelly;,THE SENSE OF STYLE;by Steven Pinker;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,WHITEY;by Dick Lehr and Gerard O'Neill;,ATLANTIC;by Simon Winchester;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,MONSTER MANUAL;by Wizards RPG Team;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,CONSCIOUS UNCOUPLING;by Katherine Woodward Thomas;,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,ONE NATION;by Ben Carson with Candy Carson;,BLACK MAN IN A WHITE COAT;by Damon Tweedy;,THE POWER OF INTENTION;by Wayne W. Dyer;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BARBARIAN DAYS;by William Finnegan;,ATLANTIC;by Simon Winchester;
8,ANGEL FALLS;by Kristin Hannah;New this week,FATES AND FURIES;by Lauren Groff;2 weeks on the list,MY BRILLIANT FRIEND;by Elena Ferrante;4 weeks on the list,,,BEING MORTAL;by Atul Gawande;49 weeks on the list,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;3 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;4 weeks on the list,A WALK IN THE WOODS;by Bill Bryson;2 weeks on the list,FOR THE LOVE;by Jen Hatmaker;6 weeks on the list,HARK! A VAGRANT;by Kate Beaton;27 weeks on the list,EL DEAFO;by Cece Bell;38 weeks on the list,"SWORD ART ONLINE: PROGRESSIVE, VOL. 3;by Reki Kawahara and Kiseki Himura;New this week",,PERCY JACKSON'S GREEK HEROES;by Rick Riordan. Illustrated by John Rocco;6 weeks on the list,THE CARE AND KEEPING OF YOU 2;by Cara Natterson. Illustrated by Josee Masse;2 weeks on the list,PRESS HERE;by Hervé Tullet;211 weeks on the list,DESCENDANTS;by various authors;6 weeks on the list,,ALL THE BRIGHT PLACES;by Jennifer Niven;7 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;2 weeks on the list,REALLY IMPORTANT STUFF MY DOG HAS TAUGHT ME;by Cynthia L. Copeland;,MONEY: MASTER THE GAME;by Tony Robbins;,ON THE MOVE;by Oliver Sacks;,THE SEARCH FOR ANNE PERRY;by Joanne Drayton;,THE MEANING OF HUMAN EXISTENCE;by Edward O. Wilson;,THE GIFT OF FAILURE;by Jessica Lahey;,AVENUE OF SPIES;by Alex Kershaw;,BARBARIAN DAYS;by William Finnegan;,WHERE'S KARL?;by Stacey Caldwell and Ajiri A. Aki. Illustrated by Michelle Baron;,ZERO BELLY COOKBOOK;by David Zinczenko;,GUINNESS WORLD RECORDS 2016 GAMER'S EDITION;by the Guinness World Records editors;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,BOSSYPANTS;by Tina Fey;,,LOVE DOES;by Bob Goff;,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,WISHES FULFILLED;by Wayne W. Dyer;,QUIET;by Susan Cain;,"IT'S GOOD TO BE GRONK;by Rob ""Gronk"" Gronkowski with Jason Rosenhaus;","NURSE, COME YOU HERE!;by Mary J. MacLeod;"
9,DEVOTED IN DEATH;by J. D. Robb;2 weeks on the list,PURITY;by Jonathan Franzen;4 weeks on the list,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;17 weeks on the list,,,HITLER'S LAST WITNESS;by Rochus Misch and others;New this week,1944;by Jay Winik;New this week,THE DEVIL IN THE WHITE CITY;by Erik Larson;302 weeks on the list,THE SEARCH FOR ANNE PERRY;by Joanne Drayton;2 weeks on the list,CONSCIOUS UNCOUPLING;by Katherine Woodward Thomas;New this week,NATHAN HALE'S HAZARDOUS TALES: ONE DEAD SPY;by Nathan Hale;9 weeks on the list,SISTERS;by Raina Telgemeier;57 weeks on the list,"MONSTER MUSUME, VOL. 7;by Okayado;7 weeks on the list",,THE BOYS IN THE BOAT;by Daniel James Brown; adapted by Gregory Mone;3 weeks on the list,THE PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;7 weeks on the list,WAITING;by Kevin Henkes;4 weeks on the list,TREASURE HUNTERS;by James Patterson;2 weeks on the list,,P. S. I STILL LOVE YOU;by Jenny Han;7 weeks on the list,AN ABUNDANCE OF KATHERINES;by John Green;5 weeks on the list,VOICES IN THE OCEAN;by Susan Casey;,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,DOWN THE RABBIT HOLE;by Holly Madison;,ORANGE IS THE NEW BLACK;by Piper Kerman;,MYSTERY TRAIN;by Greil Marcus;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,DEEP DOWN DARK;by Hector Tobar;,THE RESIDENCE;by Kate Andersen Brower;,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;,HACKS FOR MINECRAFTERS;by Megan Miller;,THE PATIENT'S PLAYBOOK;by Leslie D. Michelson;,_____ MY DAD SAYS;by Justin Halpern;,,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,THE WHOLE-BRAIN CHILD;by Daniel J. Siegel and Tina Payne Bryson;,JUST MERCY;by Bryan Stevenson;,SHOWDOWN;by Wil Haygood;,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FRIDAY NIGHT LIGHTS;by H. G. Bissinger;,BARBARIAN DAYS;by William Finnegan;
10,GO SET A WATCHMAN;by Harper Lee;11 weeks on the list,DEVOTED IN DEATH;by J. D. Robb;2 weeks on the list,THE STORY OF THE LOST CHILD;by Elena Ferrante;4 weeks on the list,,,1944;by Jay Winik;New this week,KILLING THE MESSENGER;by David Brock;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;206 weeks on the list,INTO THIN AIR;by Jon Krakauer;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;20 weeks on the list,THE SCULPTOR;by Scott McCloud;30 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;21 weeks on the list,"YU-GI-OH! ZEXAL, VOL. 7;by Shin Yoshida and Naohito Miyoshi;4 weeks on the list",,THE THING ABOUT JELLYFISH;by Ali Benjamin;New this week,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;86 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;30 weeks on the list,,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;4 weeks on the list,THE FAULT IN OUR STARS;by John Green;6 weeks on the list,ELEPHANT COMPANY;by Vicki Constantine Croke;,TIPPING POINT;by Malcolm Gladwell;,NEVER BROKEN;by Jewel;,WHERE THE BODIES WERE BURIED;by T. J. English;,CAN I GO NOW?;by Brian Kellow;,THE MAGIC OF MATH;by Arthur Benjamin;,A SPY AMONG FRIENDS;by Ben Macintyre;,ASTORIA;by Peter Stark;,I'LL DRINK TO THAT;by Betty Halbreich with Rebecca Paley;,GOOD AND CHEAP;by Leanne Brown;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,THE BRAIN FOG FIX;by Mike Dow;,SICK IN THE HEAD;by Judd Apatow;,,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,THE NEW JIM CROW;by Michelle Alexander;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,DESTINY;by T. D. Jakes;,THE POWER OF HABIT;by Charles Duhigg;,SABAN;by Monte Burke;,STATE BY STATE;edited by Matt Weiland and Sean Wilsey;
